datetime,temperature,pressure,humidity
2018/12/06 00:32:26,19.40 C,1012.19 hPA,75.00 %RH
2018/12/06 00:32:27,19.40 C,1012.20 hPA,74.99 %RH
2018/12/06 00:32:28,19.40 C,1012.20 hPA,74.97 %RH
2018/12/06 00:32:29,19.40 C,1012.20 hPA,75.00 %RH
2018/12/06 00:32:30,19.40 C,1012.21 hPA,75.00 %RH
2018/12/06 00:32:31,19.40 C,1012.21 hPA,75.00 %RH
2018/12/06 00:32:32,19.40 C,1012.21 hPA,75.00 %RH
2018/12/06 00:32:33,19.40 C,1012.22 hPA,74.99 %RH
2018/12/06 00:32:35,19.40 C,1012.22 hPA,74.98 %RH
2018/12/06 00:32:36,19.40 C,1012.22 hPA,74.98 %RH
2018/12/06 00:32:37,19.40 C,1012.22 hPA,74.98 %RH
2018/12/06 00:32:38,19.39 C,1012.23 hPA,74.97 %RH
2018/12/06 00:32:39,19.39 C,1012.23 hPA,74.98 %RH
2018/12/06 00:32:40,19.39 C,1012.23 hPA,74.97 %RH
2018/12/06 00:32:41,19.39 C,1012.23 hPA,74.95 %RH
2018/12/06 00:32:42,19.39 C,1012.23 hPA,74.95 %RH
2018/12/06 00:32:43,19.39 C,1012.23 hPA,74.95 %RH
2018/12/06 00:32:44,19.39 C,1012.24 hPA,74.95 %RH
2018/12/06 00:32:45,19.39 C,1012.24 hPA,74.96 %RH
2018/12/06 00:32:46,19.39 C,1012.24 hPA,74.98 %RH
2018/12/06 00:32:47,19.39 C,1012.25 hPA,74.97 %RH
2018/12/06 00:32:48,19.39 C,1012.25 hPA,74.97 %RH
2018/12/06 00:32:49,19.39 C,1012.25 hPA,74.97 %RH
2018/12/06 00:32:50,19.39 C,1012.23 hPA,74.96 %RH
2018/12/06 00:32:51,19.39 C,1012.23 hPA,74.95 %RH
2018/12/06 00:32:52,19.39 C,1012.23 hPA,74.95 %RH
2018/12/06 00:32:53,19.38 C,1012.24 hPA,74.95 %RH
2018/12/06 00:32:54,19.38 C,1012.25 hPA,74.95 %RH
2018/12/06 00:32:55,19.38 C,1012.25 hPA,74.96 %RH
2018/12/06 00:32:56,19.38 C,1012.25 hPA,74.95 %RH
2018/12/06 00:32:57,19.38 C,1012.26 hPA,74.94 %RH
2018/12/06 00:32:58,19.38 C,1012.25 hPA,74.95 %RH
2018/12/06 00:32:59,19.38 C,1012.25 hPA,74.94 %RH
2018/12/06 00:33:01,19.38 C,1012.26 hPA,74.96 %RH
2018/12/06 00:33:02,19.38 C,1012.25 hPA,74.95 %RH
2018/12/06 00:33:03,19.38 C,1012.25 hPA,74.95 %RH
2018/12/06 00:33:04,19.38 C,1012.26 hPA,74.95 %RH
2018/12/06 00:33:05,19.38 C,1012.26 hPA,74.96 %RH
2018/12/06 00:33:06,19.38 C,1012.26 hPA,74.96 %RH
2018/12/06 00:33:07,19.38 C,1012.26 hPA,74.95 %RH
2018/12/06 00:33:08,19.38 C,1012.26 hPA,74.95 %RH
2018/12/06 00:33:09,19.38 C,1012.27 hPA,74.94 %RH
2018/12/06 00:33:10,19.37 C,1012.28 hPA,74.94 %RH
2018/12/06 00:33:11,19.37 C,1012.27 hPA,74.94 %RH
2018/12/06 00:33:12,19.37 C,1012.27 hPA,74.95 %RH
2018/12/06 00:33:13,19.37 C,1012.28 hPA,74.94 %RH
2018/12/06 00:33:14,19.37 C,1012.28 hPA,74.93 %RH
2018/12/06 00:33:15,19.37 C,1012.28 hPA,74.96 %RH
2018/12/06 00:33:16,19.37 C,1012.29 hPA,74.94 %RH
2018/12/06 00:33:17,19.37 C,1012.29 hPA,74.95 %RH
2018/12/06 00:33:18,19.37 C,1012.29 hPA,74.94 %RH
2018/12/06 00:33:19,19.37 C,1012.30 hPA,74.93 %RH
2018/12/06 00:33:20,19.37 C,1012.30 hPA,74.93 %RH
2018/12/06 00:33:21,19.37 C,1012.30 hPA,74.93 %RH
2018/12/06 00:33:22,19.37 C,1012.27 hPA,74.94 %RH
2018/12/06 00:33:23,19.37 C,1012.27 hPA,74.93 %RH
2018/12/06 00:33:24,19.37 C,1012.26 hPA,74.94 %RH
2018/12/06 00:33:26,19.37 C,1012.26 hPA,74.94 %RH
2018/12/06 00:33:27,19.37 C,1012.26 hPA,74.95 %RH
2018/12/06 00:33:28,19.37 C,1012.26 hPA,74.94 %RH
2018/12/06 00:33:29,19.36 C,1012.26 hPA,74.97 %RH
2018/12/06 00:33:30,19.36 C,1012.26 hPA,74.98 %RH
2018/12/06 00:33:31,19.36 C,1012.26 hPA,74.96 %RH
2018/12/06 00:33:32,19.36 C,1012.26 hPA,74.98 %RH
2018/12/06 00:33:33,19.36 C,1012.26 hPA,74.97 %RH
2018/12/06 00:33:34,19.36 C,1012.27 hPA,74.98 %RH
2018/12/06 00:33:35,19.36 C,1012.27 hPA,74.98 %RH
2018/12/06 00:33:36,19.36 C,1012.28 hPA,74.98 %RH
2018/12/06 00:33:37,19.36 C,1012.28 hPA,74.98 %RH
2018/12/06 00:33:38,19.36 C,1012.28 hPA,75.00 %RH
2018/12/06 00:33:39,19.36 C,1012.29 hPA,75.00 %RH
2018/12/06 00:33:40,19.36 C,1012.29 hPA,74.99 %RH
2018/12/06 00:33:41,19.36 C,1012.29 hPA,75.00 %RH
2018/12/06 00:33:42,19.36 C,1012.29 hPA,75.01 %RH
2018/12/06 00:33:43,19.36 C,1012.29 hPA,75.02 %RH
2018/12/06 00:33:44,19.36 C,1012.28 hPA,75.02 %RH
2018/12/06 00:33:45,19.36 C,1012.29 hPA,75.02 %RH
2018/12/06 00:33:46,19.36 C,1012.29 hPA,75.05 %RH
2018/12/06 00:33:47,19.35 C,1012.29 hPA,75.03 %RH
2018/12/06 00:33:48,19.36 C,1012.28 hPA,75.06 %RH
2018/12/06 00:33:49,19.35 C,1012.29 hPA,75.05 %RH
2018/12/06 00:33:50,19.35 C,1012.29 hPA,75.05 %RH
2018/12/06 00:33:52,19.35 C,1012.29 hPA,75.08 %RH
2018/12/06 00:33:53,19.35 C,1012.29 hPA,75.07 %RH
2018/12/06 00:33:54,19.35 C,1012.29 hPA,75.08 %RH
2018/12/06 00:33:55,19.35 C,1012.29 hPA,75.08 %RH
2018/12/06 00:33:56,19.35 C,1012.30 hPA,75.10 %RH
2018/12/06 00:33:57,19.35 C,1012.30 hPA,75.11 %RH
2018/12/06 00:33:58,19.35 C,1012.30 hPA,75.13 %RH
2018/12/06 00:33:59,19.35 C,1012.31 hPA,75.15 %RH
2018/12/06 00:34:00,19.35 C,1012.31 hPA,75.18 %RH
2018/12/06 00:34:01,19.35 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:02,19.35 C,1012.31 hPA,75.22 %RH
2018/12/06 00:34:03,19.35 C,1012.31 hPA,75.25 %RH
2018/12/06 00:34:04,19.35 C,1012.31 hPA,75.25 %RH
2018/12/06 00:34:05,19.35 C,1012.31 hPA,75.27 %RH
2018/12/06 00:34:06,19.35 C,1012.31 hPA,75.29 %RH
2018/12/06 00:34:07,19.35 C,1012.31 hPA,75.28 %RH
2018/12/06 00:34:08,19.35 C,1012.32 hPA,75.29 %RH
2018/12/06 00:34:09,19.35 C,1012.29 hPA,75.27 %RH
2018/12/06 00:34:10,19.35 C,1012.29 hPA,75.28 %RH
2018/12/06 00:34:11,19.35 C,1012.30 hPA,75.26 %RH
2018/12/06 00:34:12,19.34 C,1012.29 hPA,75.26 %RH
2018/12/06 00:34:13,19.34 C,1012.29 hPA,75.24 %RH
2018/12/06 00:34:14,19.34 C,1012.30 hPA,75.25 %RH
2018/12/06 00:34:15,19.34 C,1012.30 hPA,75.23 %RH
2018/12/06 00:34:17,19.34 C,1012.30 hPA,75.22 %RH
2018/12/06 00:34:18,19.34 C,1012.30 hPA,75.21 %RH
2018/12/06 00:34:19,19.34 C,1012.30 hPA,75.23 %RH
2018/12/06 00:34:20,19.34 C,1012.30 hPA,75.21 %RH
2018/12/06 00:34:21,19.34 C,1012.31 hPA,75.22 %RH
2018/12/06 00:34:22,19.34 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:23,19.34 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:24,19.34 C,1012.31 hPA,75.23 %RH
2018/12/06 00:34:25,19.34 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:26,19.34 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:27,19.34 C,1012.31 hPA,75.22 %RH
2018/12/06 00:34:28,19.34 C,1012.32 hPA,75.22 %RH
2018/12/06 00:34:29,19.34 C,1012.33 hPA,75.23 %RH
2018/12/06 00:34:30,19.34 C,1012.33 hPA,75.23 %RH
2018/12/06 00:34:31,19.34 C,1012.32 hPA,75.22 %RH
2018/12/06 00:34:32,19.34 C,1012.32 hPA,75.21 %RH
2018/12/06 00:34:33,19.34 C,1012.32 hPA,75.20 %RH
2018/12/06 00:34:34,19.34 C,1012.32 hPA,75.19 %RH
2018/12/06 00:34:35,19.34 C,1012.32 hPA,75.20 %RH
2018/12/06 00:34:36,19.34 C,1012.32 hPA,75.19 %RH
2018/12/06 00:34:37,19.34 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:38,19.33 C,1012.31 hPA,75.18 %RH
2018/12/06 00:34:39,19.33 C,1012.31 hPA,75.18 %RH
2018/12/06 00:34:40,19.33 C,1012.32 hPA,75.19 %RH
2018/12/06 00:34:42,19.33 C,1012.32 hPA,75.18 %RH
2018/12/06 00:34:43,19.33 C,1012.32 hPA,75.16 %RH
2018/12/06 00:34:44,19.33 C,1012.32 hPA,75.17 %RH
2018/12/06 00:34:45,19.33 C,1012.31 hPA,75.19 %RH
2018/12/06 00:34:46,19.33 C,1012.32 hPA,75.19 %RH
2018/12/06 00:34:47,19.33 C,1012.31 hPA,75.18 %RH
2018/12/06 00:34:48,19.33 C,1012.32 hPA,75.19 %RH
2018/12/06 00:34:49,19.33 C,1012.32 hPA,75.20 %RH
2018/12/06 00:34:50,19.33 C,1012.32 hPA,75.20 %RH
2018/12/06 00:34:51,19.33 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:52,19.33 C,1012.31 hPA,75.21 %RH
2018/12/06 00:34:53,19.33 C,1012.31 hPA,75.22 %RH
2018/12/06 00:34:54,19.33 C,1012.31 hPA,75.22 %RH
2018/12/06 00:34:55,19.33 C,1012.32 hPA,75.22 %RH
2018/12/06 00:34:56,19.33 C,1012.27 hPA,75.22 %RH
2018/12/06 00:34:57,19.33 C,1012.27 hPA,75.22 %RH
2018/12/06 00:34:58,19.33 C,1012.27 hPA,75.22 %RH
2018/12/06 00:34:59,19.33 C,1012.27 hPA,75.24 %RH
2018/12/06 00:35:00,19.33 C,1012.28 hPA,75.24 %RH
2018/12/06 00:35:01,19.33 C,1012.27 hPA,75.24 %RH
2018/12/06 00:35:02,19.33 C,1012.26 hPA,75.26 %RH
2018/12/06 00:35:03,19.33 C,1012.27 hPA,75.26 %RH
2018/12/06 00:35:04,19.33 C,1012.27 hPA,75.27 %RH
2018/12/06 00:35:05,19.33 C,1012.28 hPA,75.24 %RH
2018/12/06 00:35:06,19.33 C,1012.28 hPA,75.26 %RH
2018/12/06 00:35:08,19.33 C,1012.27 hPA,75.26 %RH
2018/12/06 00:35:09,19.33 C,1012.27 hPA,75.28 %RH
2018/12/06 00:35:10,19.33 C,1012.28 hPA,75.25 %RH
2018/12/06 00:35:11,19.33 C,1012.29 hPA,75.28 %RH
2018/12/06 00:35:12,19.33 C,1012.28 hPA,75.27 %RH
2018/12/06 00:35:13,19.33 C,1012.28 hPA,75.27 %RH
2018/12/06 00:35:14,19.33 C,1012.28 hPA,75.28 %RH
2018/12/06 00:35:15,19.32 C,1012.28 hPA,75.29 %RH
2018/12/06 00:35:16,19.32 C,1012.28 hPA,75.28 %RH
2018/12/06 00:35:17,19.32 C,1012.28 hPA,75.27 %RH
2018/12/06 00:35:18,19.32 C,1012.29 hPA,75.28 %RH
2018/12/06 00:35:19,19.32 C,1012.29 hPA,75.29 %RH
2018/12/06 00:35:20,19.32 C,1012.29 hPA,75.29 %RH
2018/12/06 00:35:21,19.32 C,1012.29 hPA,75.29 %RH
2018/12/06 00:35:22,19.32 C,1012.29 hPA,75.30 %RH
2018/12/06 00:35:23,19.32 C,1012.28 hPA,75.29 %RH
2018/12/06 00:35:24,19.32 C,1012.28 hPA,75.29 %RH
2018/12/06 00:35:25,19.32 C,1012.28 hPA,75.31 %RH
2018/12/06 00:35:26,19.32 C,1012.28 hPA,75.30 %RH
2018/12/06 00:35:27,19.32 C,1012.29 hPA,75.30 %RH
2018/12/06 00:35:28,19.32 C,1012.28 hPA,75.30 %RH
2018/12/06 00:35:29,19.32 C,1012.28 hPA,75.31 %RH
2018/12/06 00:35:30,19.32 C,1012.28 hPA,75.29 %RH
2018/12/06 00:35:31,19.32 C,1012.28 hPA,75.31 %RH
2018/12/06 00:35:33,19.32 C,1012.28 hPA,75.31 %RH
2018/12/06 00:35:34,19.32 C,1012.29 hPA,75.30 %RH
2018/12/06 00:35:35,19.32 C,1012.28 hPA,75.31 %RH
2018/12/06 00:35:36,19.32 C,1012.27 hPA,75.30 %RH
2018/12/06 00:35:37,19.32 C,1012.27 hPA,75.31 %RH
2018/12/06 00:35:38,19.32 C,1012.27 hPA,75.31 %RH
2018/12/06 00:35:39,19.32 C,1012.27 hPA,75.31 %RH
2018/12/06 00:35:40,19.32 C,1012.27 hPA,75.30 %RH
2018/12/06 00:35:41,19.32 C,1012.26 hPA,75.31 %RH
2018/12/06 00:35:42,19.32 C,1012.26 hPA,75.31 %RH
2018/12/06 00:35:43,19.32 C,1012.25 hPA,75.31 %RH
2018/12/06 00:35:44,19.32 C,1012.26 hPA,75.30 %RH
2018/12/06 00:35:45,19.32 C,1012.27 hPA,75.30 %RH
2018/12/06 00:35:46,19.32 C,1012.27 hPA,75.31 %RH
2018/12/06 00:35:47,19.32 C,1012.27 hPA,75.31 %RH
2018/12/06 00:35:48,19.32 C,1012.26 hPA,75.31 %RH
2018/12/06 00:35:49,19.32 C,1012.25 hPA,75.31 %RH
2018/12/06 00:35:50,19.32 C,1012.26 hPA,75.31 %RH
2018/12/06 00:35:51,19.32 C,1012.26 hPA,75.31 %RH
2018/12/06 00:35:52,19.32 C,1012.25 hPA,75.31 %RH
2018/12/06 00:35:53,19.32 C,1012.25 hPA,75.30 %RH
2018/12/06 00:35:54,19.31 C,1012.24 hPA,75.30 %RH
2018/12/06 00:35:55,19.31 C,1012.24 hPA,75.31 %RH
2018/12/06 00:35:56,19.31 C,1012.24 hPA,75.30 %RH
2018/12/06 00:35:58,19.31 C,1012.24 hPA,75.31 %RH
2018/12/06 00:35:59,19.31 C,1012.24 hPA,75.31 %RH
2018/12/06 00:36:00,19.31 C,1012.24 hPA,75.31 %RH
2018/12/06 00:36:01,19.31 C,1012.24 hPA,75.30 %RH
2018/12/06 00:36:02,19.31 C,1012.24 hPA,75.30 %RH
2018/12/06 00:36:03,19.31 C,1012.24 hPA,75.31 %RH
2018/12/06 00:36:04,19.31 C,1012.24 hPA,75.30 %RH
2018/12/06 00:36:05,19.31 C,1012.25 hPA,75.30 %RH
2018/12/06 00:36:06,19.31 C,1012.25 hPA,75.30 %RH
2018/12/06 00:36:07,19.31 C,1012.22 hPA,75.30 %RH
2018/12/06 00:36:08,19.31 C,1012.23 hPA,75.29 %RH
2018/12/06 00:36:09,19.31 C,1012.23 hPA,75.29 %RH
2018/12/06 00:36:10,19.31 C,1012.23 hPA,75.28 %RH
2018/12/06 00:36:11,19.31 C,1012.22 hPA,75.30 %RH
2018/12/06 00:36:12,19.31 C,1012.22 hPA,75.29 %RH
2018/12/06 00:36:13,19.31 C,1012.22 hPA,75.27 %RH
2018/12/06 00:36:14,19.31 C,1012.21 hPA,75.27 %RH
2018/12/06 00:36:15,19.31 C,1012.21 hPA,75.27 %RH
2018/12/06 00:36:16,19.31 C,1012.21 hPA,75.26 %RH
2018/12/06 00:36:17,19.31 C,1012.21 hPA,75.27 %RH
2018/12/06 00:36:18,19.31 C,1012.21 hPA,75.26 %RH
2018/12/06 00:36:19,19.31 C,1012.21 hPA,75.25 %RH
2018/12/06 00:36:20,19.31 C,1012.21 hPA,75.24 %RH
2018/12/06 00:36:21,19.31 C,1012.21 hPA,75.23 %RH
2018/12/06 00:36:22,19.31 C,1012.21 hPA,75.22 %RH
2018/12/06 00:36:24,19.30 C,1012.21 hPA,75.22 %RH
2018/12/06 00:36:25,19.30 C,1012.21 hPA,75.22 %RH
2018/12/06 00:36:26,19.30 C,1012.23 hPA,75.22 %RH
2018/12/06 00:36:27,19.30 C,1012.23 hPA,75.23 %RH
2018/12/06 00:36:28,19.30 C,1012.22 hPA,75.23 %RH
2018/12/06 00:36:29,19.30 C,1012.22 hPA,75.22 %RH
2018/12/06 00:36:30,19.30 C,1012.22 hPA,75.22 %RH
2018/12/06 00:36:31,19.30 C,1012.22 hPA,75.20 %RH
2018/12/06 00:36:32,19.30 C,1012.21 hPA,75.22 %RH
2018/12/06 00:36:33,19.30 C,1012.22 hPA,75.24 %RH
2018/12/06 00:36:34,19.30 C,1012.22 hPA,75.29 %RH
2018/12/06 00:36:35,19.30 C,1012.22 hPA,75.36 %RH
2018/12/06 00:36:36,19.30 C,1012.22 hPA,75.43 %RH
2018/12/06 00:36:37,19.30 C,1012.22 hPA,75.49 %RH
2018/12/06 00:36:38,19.30 C,1012.21 hPA,75.52 %RH
2018/12/06 00:36:39,19.30 C,1012.21 hPA,75.50 %RH
2018/12/06 00:36:40,19.30 C,1012.21 hPA,75.51 %RH
2018/12/06 00:36:41,19.30 C,1012.21 hPA,75.49 %RH
2018/12/06 00:36:42,19.30 C,1012.21 hPA,75.48 %RH
2018/12/06 00:36:43,19.30 C,1012.20 hPA,75.45 %RH
2018/12/06 00:36:44,19.31 C,1012.20 hPA,75.45 %RH
2018/12/06 00:36:45,19.31 C,1012.20 hPA,75.42 %RH
2018/12/06 00:36:46,19.31 C,1012.23 hPA,75.40 %RH
2018/12/06 00:36:47,19.31 C,1012.23 hPA,75.40 %RH
2018/12/06 00:36:49,19.31 C,1012.23 hPA,75.37 %RH
2018/12/06 00:36:50,19.32 C,1012.23 hPA,75.36 %RH
2018/12/06 00:36:51,19.32 C,1012.22 hPA,75.34 %RH
2018/12/06 00:36:52,19.32 C,1012.22 hPA,75.37 %RH
2018/12/06 00:36:53,19.32 C,1012.22 hPA,75.49 %RH
2018/12/06 00:36:54,19.33 C,1012.21 hPA,75.64 %RH
2018/12/06 00:36:55,19.33 C,1012.26 hPA,75.79 %RH
2018/12/06 00:36:56,19.33 C,1012.26 hPA,75.94 %RH
2018/12/06 00:36:57,19.33 C,1012.25 hPA,76.07 %RH
2018/12/06 00:36:58,19.34 C,1012.25 hPA,76.17 %RH
2018/12/06 00:36:59,19.34 C,1012.24 hPA,76.28 %RH
2018/12/06 00:37:00,19.34 C,1012.24 hPA,76.34 %RH
2018/12/06 00:37:01,19.34 C,1012.24 hPA,76.41 %RH
2018/12/06 00:37:02,19.34 C,1012.24 hPA,76.46 %RH
2018/12/06 00:37:03,19.34 C,1012.23 hPA,76.49 %RH
2018/12/06 00:37:04,19.34 C,1012.23 hPA,76.50 %RH
2018/12/06 00:37:05,19.34 C,1012.23 hPA,76.54 %RH
2018/12/06 00:37:06,19.34 C,1012.23 hPA,76.55 %RH
2018/12/06 00:37:07,19.34 C,1012.23 hPA,76.54 %RH
2018/12/06 00:37:08,19.34 C,1012.23 hPA,76.55 %RH
2018/12/06 00:37:09,19.34 C,1012.22 hPA,76.55 %RH
2018/12/06 00:37:10,19.34 C,1012.23 hPA,76.53 %RH
2018/12/06 00:37:11,19.34 C,1012.23 hPA,76.53 %RH
2018/12/06 00:37:12,19.34 C,1012.23 hPA,76.53 %RH
2018/12/06 00:37:13,19.34 C,1012.23 hPA,76.50 %RH
2018/12/06 00:37:15,19.34 C,1012.23 hPA,76.50 %RH
2018/12/06 00:37:16,19.34 C,1012.23 hPA,76.47 %RH
2018/12/06 00:37:17,19.34 C,1012.22 hPA,76.43 %RH
2018/12/06 00:37:18,19.34 C,1012.22 hPA,76.42 %RH
2018/12/06 00:37:19,19.34 C,1012.22 hPA,76.38 %RH
2018/12/06 00:37:20,19.34 C,1012.22 hPA,76.34 %RH
2018/12/06 00:37:21,19.34 C,1012.22 hPA,76.32 %RH
2018/12/06 00:37:22,19.33 C,1012.23 hPA,76.28 %RH
2018/12/06 00:37:23,19.33 C,1012.22 hPA,76.24 %RH
2018/12/06 00:37:24,19.33 C,1012.22 hPA,76.20 %RH
2018/12/06 00:37:25,19.33 C,1012.22 hPA,76.17 %RH
2018/12/06 00:37:26,19.33 C,1012.22 hPA,76.13 %RH
2018/12/06 00:37:27,19.33 C,1012.21 hPA,76.10 %RH
2018/12/06 00:37:28,19.33 C,1012.22 hPA,76.09 %RH
2018/12/06 00:37:29,19.33 C,1012.22 hPA,76.06 %RH
2018/12/06 00:37:30,19.33 C,1012.23 hPA,76.06 %RH
2018/12/06 00:37:31,19.33 C,1012.23 hPA,76.03 %RH
2018/12/06 00:37:32,19.33 C,1012.23 hPA,76.02 %RH
2018/12/06 00:37:33,19.33 C,1012.23 hPA,76.00 %RH
2018/12/06 00:37:34,19.33 C,1012.22 hPA,75.98 %RH
2018/12/06 00:37:35,19.33 C,1012.22 hPA,75.99 %RH
2018/12/06 00:37:36,19.33 C,1012.22 hPA,75.97 %RH
2018/12/06 00:37:37,19.33 C,1012.22 hPA,75.98 %RH
2018/12/06 00:37:38,19.33 C,1012.22 hPA,75.97 %RH
2018/12/06 00:37:40,19.33 C,1012.22 hPA,75.96 %RH
2018/12/06 00:37:41,19.33 C,1012.22 hPA,75.96 %RH
2018/12/06 00:37:42,19.33 C,1012.22 hPA,75.97 %RH
2018/12/06 00:37:43,19.34 C,1012.20 hPA,76.00 %RH
2018/12/06 00:37:44,19.34 C,1012.19 hPA,76.05 %RH
2018/12/06 00:37:45,19.34 C,1012.19 hPA,76.11 %RH
2018/12/06 00:37:46,19.34 C,1012.19 hPA,76.15 %RH
2018/12/06 00:37:47,19.35 C,1012.20 hPA,76.19 %RH
2018/12/06 00:37:48,19.35 C,1012.22 hPA,76.24 %RH
2018/12/06 00:37:49,19.35 C,1012.22 hPA,76.26 %RH
2018/12/06 00:37:50,19.35 C,1012.22 hPA,76.28 %RH
2018/12/06 00:37:51,19.35 C,1012.21 hPA,76.28 %RH
2018/12/06 00:37:52,19.35 C,1012.22 hPA,76.23 %RH
2018/12/06 00:37:53,19.35 C,1012.21 hPA,76.16 %RH
2018/12/06 00:37:54,19.35 C,1012.21 hPA,76.09 %RH
2018/12/06 00:37:55,19.35 C,1012.22 hPA,76.02 %RH
2018/12/06 00:37:56,19.35 C,1012.21 hPA,75.93 %RH
2018/12/06 00:37:57,19.35 C,1012.22 hPA,75.86 %RH
2018/12/06 00:37:58,19.35 C,1012.18 hPA,75.79 %RH
2018/12/06 00:37:59,19.35 C,1012.19 hPA,75.75 %RH
2018/12/06 00:38:00,19.34 C,1012.20 hPA,75.72 %RH
2018/12/06 00:38:01,19.34 C,1012.19 hPA,75.69 %RH
2018/12/06 00:38:02,19.34 C,1012.20 hPA,75.67 %RH
2018/12/06 00:38:03,19.34 C,1012.20 hPA,75.66 %RH
2018/12/06 00:38:05,19.34 C,1012.19 hPA,75.64 %RH
2018/12/06 00:38:06,19.34 C,1012.19 hPA,75.64 %RH
2018/12/06 00:38:07,19.34 C,1012.19 hPA,75.63 %RH
2018/12/06 00:38:08,19.33 C,1012.19 hPA,75.61 %RH
2018/12/06 00:38:09,19.33 C,1012.18 hPA,75.60 %RH
2018/12/06 00:38:10,19.33 C,1012.19 hPA,75.59 %RH
2018/12/06 00:38:11,19.33 C,1012.19 hPA,75.59 %RH
2018/12/06 00:38:12,19.33 C,1012.15 hPA,75.58 %RH
2018/12/06 00:38:13,19.33 C,1012.15 hPA,75.58 %RH
2018/12/06 00:38:14,19.33 C,1012.16 hPA,75.59 %RH
2018/12/06 00:38:15,19.33 C,1012.16 hPA,75.59 %RH
2018/12/06 00:38:16,19.32 C,1012.16 hPA,75.59 %RH
2018/12/06 00:38:17,19.32 C,1012.15 hPA,75.58 %RH
2018/12/06 00:38:18,19.32 C,1012.15 hPA,75.57 %RH
2018/12/06 00:38:19,19.32 C,1012.15 hPA,75.59 %RH
2018/12/06 00:38:20,19.32 C,1012.16 hPA,75.58 %RH
2018/12/06 00:38:21,19.32 C,1012.16 hPA,75.59 %RH
2018/12/06 00:38:22,19.32 C,1012.17 hPA,75.57 %RH
2018/12/06 00:38:23,19.31 C,1012.17 hPA,75.59 %RH
2018/12/06 00:38:24,19.31 C,1012.17 hPA,75.62 %RH
2018/12/06 00:38:25,19.32 C,1012.17 hPA,75.68 %RH
2018/12/06 00:38:26,19.31 C,1012.17 hPA,75.73 %RH
2018/12/06 00:38:27,19.31 C,1012.17 hPA,75.77 %RH
2018/12/06 00:38:29,19.31 C,1012.17 hPA,75.83 %RH
2018/12/06 00:38:30,19.31 C,1012.17 hPA,75.86 %RH
2018/12/06 00:38:31,19.31 C,1012.15 hPA,75.93 %RH
2018/12/06 00:38:32,19.31 C,1012.15 hPA,75.97 %RH
2018/12/06 00:38:33,19.31 C,1012.15 hPA,76.03 %RH
2018/12/06 00:38:34,19.31 C,1012.15 hPA,76.07 %RH
2018/12/06 00:38:35,19.31 C,1012.15 hPA,76.10 %RH
2018/12/06 00:38:36,19.30 C,1012.15 hPA,76.12 %RH
2018/12/06 00:38:37,19.30 C,1012.16 hPA,76.15 %RH
2018/12/06 00:38:38,19.30 C,1012.16 hPA,76.16 %RH
2018/12/06 00:38:39,19.30 C,1012.15 hPA,76.19 %RH
2018/12/06 00:38:40,19.30 C,1012.15 hPA,76.20 %RH
2018/12/06 00:38:41,19.30 C,1012.16 hPA,76.23 %RH
2018/12/06 00:38:42,19.30 C,1012.16 hPA,76.24 %RH
2018/12/06 00:38:43,19.30 C,1012.16 hPA,76.26 %RH
2018/12/06 00:38:44,19.30 C,1012.16 hPA,76.27 %RH
2018/12/06 00:38:45,19.30 C,1012.16 hPA,76.28 %RH
2018/12/06 00:38:46,19.30 C,1012.16 hPA,76.30 %RH
2018/12/06 00:38:47,19.30 C,1012.17 hPA,76.27 %RH
2018/12/06 00:38:48,19.30 C,1012.17 hPA,76.28 %RH
2018/12/06 00:38:49,19.30 C,1012.17 hPA,76.28 %RH
2018/12/06 00:38:50,19.30 C,1012.16 hPA,76.26 %RH
2018/12/06 00:38:51,19.30 C,1012.16 hPA,76.25 %RH
2018/12/06 00:38:52,19.30 C,1012.17 hPA,76.24 %RH
2018/12/06 00:38:54,19.30 C,1012.17 hPA,76.23 %RH
2018/12/06 00:38:55,19.29 C,1012.17 hPA,76.22 %RH
2018/12/06 00:38:56,19.29 C,1012.17 hPA,76.22 %RH
2018/12/06 00:38:57,19.29 C,1012.17 hPA,76.20 %RH
2018/12/06 00:38:58,19.29 C,1012.17 hPA,76.19 %RH
2018/12/06 00:38:59,19.29 C,1012.17 hPA,76.16 %RH
2018/12/06 00:39:00,19.29 C,1012.14 hPA,76.15 %RH
2018/12/06 00:39:01,19.29 C,1012.14 hPA,76.14 %RH
2018/12/06 00:39:02,19.29 C,1012.14 hPA,76.13 %RH
2018/12/06 00:39:03,19.29 C,1012.14 hPA,76.10 %RH
2018/12/06 00:39:04,19.29 C,1012.14 hPA,76.10 %RH
2018/12/06 00:39:05,19.29 C,1012.14 hPA,76.09 %RH
2018/12/06 00:39:06,19.29 C,1012.13 hPA,76.07 %RH
2018/12/06 00:39:07,19.29 C,1012.12 hPA,76.07 %RH
2018/12/06 00:39:08,19.29 C,1012.13 hPA,76.05 %RH
2018/12/06 00:39:09,19.28 C,1012.13 hPA,76.02 %RH
